Index;SongName;Artist;Genre;Popularity;Danceability;Energy;Valence;Var9;Var10
700;long story short;Taylor Swift;['pop', 'post-teen pop'];66;0.546;0.73;0.573;2;0
701;cowboy like me;Taylor Swift;['pop', 'post-teen pop'];64;0.604;0.517;0.511;1;0
702;marjorie;Taylor Swift;['pop', 'post-teen pop'];64;0.535;0.561;0.287;1;0
703;closure;Taylor Swift;['pop', 'post-teen pop'];62;0.689;0.704;0.92;2;0
704;She Knows This;Kid Cudi;['hip hop', 'ohio hip hop', 'pop rap', 'rap'];64;0.39;0.724;0.312;1;0
705;Another Day;Kid Cudi;['hip hop', 'ohio hip hop', 'pop rap', 'rap'];63;0.646;0.758;0.642;2;0
706;Solo Dolo, Pt. III;Kid Cudi;['hip hop', 'ohio hip hop', 'pop rap', 'rap'];61;0.589;0.727;0.52;2;0
707;Dive;Kid Cudi;['hip hop', 'ohio hip hop', 'pop rap', 'rap'];60;0.64;0.621;0.332;1;0
708;Heaven On Earth;Kid Cudi;['hip hop', 'ohio hip hop', 'pop rap', 'rap'];59;0.786;0.61;0.228;1;0
709;Sad People;Kid Cudi;['hip hop', 'ohio hip hop', 'pop rap', 'rap'];62;0.636;0.647;0.416;1;0
710;Damaged;Kid Cudi;['hip hop', 'ohio hip hop', 'pop rap', 'rap'];57;0.625;0.581;0.267;1;0
711;YO VISTO ASÍ;Bad Bunny;['latin', 'reggaeton', 'trap latino'];73;0.688;0.881;0.677;2;0
712;Beautiful Trip;Kid Cudi;['hip hop', 'ohio hip hop', 'pop rap', 'rap'];54;0.331;0.513;0.42;1;0
713;The Void;Kid Cudi;['hip hop', 'ohio hip hop', 'pop rap', 'rap'];61;0.464;0.459;0.786;2;0
714;cardigan;Taylor Swift;['pop', 'post-teen pop'];79;0.613;0.581;0.551;2;0
715;Real Shit (with benny blanco);Juice WRLD;['chicago rap', 'melodic rap'];70;0.703;0.703;0.697;2;0
716;Teach Me How To Love;Shawn Mendes;['canadian pop', 'dance pop', 'pop', 'post-teen pop', 'viral pop'];68;0.592;0.885;0.731;2;0
717;Blinding Lights (with ROSALÍA) - Remix;The Weeknd;['canadian contemporary r&b', 'canadian pop', 'pop'];64;0.49;0.694;0.249;1;0
718;WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix;Tory Lanez, Jack Harlow;['canadian hip hop', 'canadian trap', 'melodic rap', 'pop rap', 'r&b', 'rap', 'toronto rap', 'trap'];80;0.904;0.723;0.835;2;0
719;TE DESEO LO MEJOR;Bad Bunny;['latin', 'reggaeton', 'trap latino'];70;0.763;0.597;0.194;1;0
720;Errbody;Lil Baby;['atl hip hop', 'atl trap', 'rap', 'trap'];68;0.887;0.606;0.272;1;0
721;Angels Like You;Miley Cyrus;['dance pop', 'pop', 'post-teen pop'];77;0.672;0.642;0.494;1;0
722;Blue & Grey;BTS;['k-pop', 'k-pop boy group'];77;0.547;0.605;0.364;1;0
723;Mad at Disney;salem ilese;['alt z', 'modern indie pop', 'social media pop'];76;0.738;0.621;0.715;2;0
724;Safaera;Bad Bunny, Jowell & Randy, Ñengo Flow;['latin', 'reggaeton', 'trap latino'];79;0.607;0.829;0.685;2;0
725;LA DROGA;Bad Bunny;['latin', 'reggaeton', 'trap latino'];70;0.643;0.727;0.295;1;0
726;GO (feat. Juice WRLD);The Kid LAROI;['australian hip hop'];78;0.487;0.74;0.522;2;0
728;Mood (Remix) feat. Justin Bieber, J Balvin & iann dior;24kGoldn;['cali rap'];77;0.721;0.745;0.699;2;0
729;HOY COBRÉ;Bad Bunny;['latin', 'reggaeton', 'trap latino'];70;0.86;0.725;0.375;1;0
730;MALDITA POBREZA;Bad Bunny;['latin', 'reggaeton', 'trap latino'];67;0.762;0.861;0.588;2;0
731;EL MUNDO ES MÍO;Bad Bunny;['latin', 'reggaeton', 'trap latino'];67;0.716;0.522;0.224;1;0
732;ANTES QUE SE ACABE;Bad Bunny;['latin', 'reggaeton', 'trap latino'];76;0.693;0.549;0.473;1;0
733;SORRY PAPI;Bad Bunny, ABRA;['latin', 'reggaeton', 'trap latino'];70;0.612;0.561;0.393;1;0
734;120;Bad Bunny;['latin', 'reggaeton', 'trap latino'];72;0.636;0.656;0.439;1;0
735;TRELLAS;Bad Bunny;['latin', 'reggaeton', 'trap latino'];66;0.43;0.412;0.508;1;0
736;Wonderful Christmastime [Edited Version] - Remastered 2011 / Edited Version;Paul McCartney;['album rock', 'art rock', 'beatlesque', 'classic rock', 'mellow gold', 'rock', 'soft rock'];51;0.774;0.511;0.771;2;0
737;Fly To My Room;BTS;['k-pop', 'k-pop boy group'];76;0.764;0.526;0.588;2;0
738;Telepathy;BTS;['k-pop', 'k-pop boy group'];77;0.787;0.669;0.57;2;0
739;Dis-ease;BTS;['k-pop', 'k-pop boy group'];75;0.731;0.845;0.484;2;0
740;Stay;BTS;['k-pop', 'k-pop boy group'];76;0.582;0.693;0.341;1;0
741;Heart Of Glass (Live from the iHeart Festival);Miley Cyrus;['dance pop', 'pop', 'post-teen pop'];71;0.58;0.908;0.427;1;0
742;CANTARES DE NAVIDAD;Trio Vegabajeño;['latin', 'reggaeton', 'trap latino'];56;0.764;0.523;0.962;2;0
743;Plastic Hearts;Miley Cyrus;['dance pop', 'pop', 'post-teen pop'];74;0.551;0.756;0.618;2;0
744;CÓMO SE SIENTE - Remix;Jhay Cortez, Bad Bunny;['latin', 'reggaeton', 'trap latino'];81;0.807;0.606;0.304;1;0
745;Skit;BTS;['k-pop', 'k-pop boy group'];60;0.703;0.321;0.544;1;0
746;Baby (with J Balvin);Sfera Ebbasta;['italian hip hop', 'italian pop', 'trap italiana'];69;0.755;0.882;0.606;2;0
747;Tick Tock (feat. 24kGoldn);Clean Bandit, Mabel;['dance pop', 'edm', 'pop', 'pop dance', 'post-teen pop', 'tropical house', 'uk dance', 'uk funky'];78;0.779;0.705;0.946;2;0
748;Dime Cómo Quieres;Christian Nodal, Ángela Aguilar;['mariachi', 'nuevo regional mexicano', 'ranchera', 'regional mexican'];75;0.839;0.667;0.878;2;0
749;Tik Tok (feat. Marracash & Guè Pequeno);Sfera Ebbasta;['italian hip hop', 'italian pop', 'trap italiana'];59;0.723;0.673;0.302;1;0
750;Jerusalema (feat. Nomcebo Zikode);Master KG;['south african house'];78;0.88;0.483;0.827;2;0
752;Abracadabra (feat. Future);Sfera Ebbasta;['italian hip hop', 'italian pop', 'trap italiana'];55;0.846;0.681;0.809;2;0
753;Djadja (feat. Maluma) - Remix;Aya Nakamura;['basshall', 'francoton'];72;0.791;0.682;0.672;2;0
754;ALWAYS DO;The Kid LAROI;['australian hip hop'];76;0.762;0.426;0.582;1;0
755;Smile (with The Weeknd);Juice WRLD;['chicago rap', 'melodic rap'];75;0.694;0.685;0.306;1;0
756;Pretty Savage;BLACKPINK;['k-pop', 'k-pop girl group'];75;0.701;0.556;0.333;1;0
757;Savage Love (Laxed – Siren Beat) [BTS Remix];Jawsh 685, Jason Derulo;['nz pop'];76;0.758;0.598;0.658;2;0
758;Mirrors;Justin Timberlake;['dance pop', 'pop'];78;0.574;0.512;0.512;1;0
759;Hollywood (feat. Diplo);Sfera Ebbasta;['italian hip hop', 'italian pop', 'trap italiana'];63;0.848;0.708;0.926;2;0
760;Runnin;21 Savage, Metro Boomin;['atl hip hop', 'hip hop', 'rap', 'trap'];78;0.819;0.626;0.415;1;0
761;Are You Bored Yet? (feat. Clairo);Wallows;['indie pop', 'modern rock', 'pop', 'rock'];81;0.682;0.683;0.64;2;0
762;10,000 Hours (with Justin Bieber);Dan + Shay;['contemporary country', 'country', 'pop'];83;0.654;0.63;0.43;1;0
763;You Got It;Vedo;['pop r&b', 'r&b'];79;0.762;0.433;0.394;1;0
764;Quiéreme Mientras Se Pueda;Manuel Turizo;['colombian pop', 'latin', 'reggaeton', 'reggaeton colombiano', 'trap latino'];74;0.793;0.782;0.81;2;0
765;Party Girl;StaySolidRocky;['melodic rap'];77;0.728;0.431;0.629;2;0
766;Drankin N Smokin;Future, Lil Uzi Vert;['atl hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap'];78;0.752;0.658;0.387;1;0
767;Be Like That - feat. Swae Lee & Khalid;Kane Brown;['contemporary country', 'country road'];79;0.727;0.626;0.322;1;0
768;MORE;K/DA, Madison Beer, (G)I-DLE, Lexie Liu, Jaira Burns, Seraphine, League of Legends;['k-pop girl group'];73;0.66;0.787;0.199;1;0
769;Enchule;Rauw Alejandro;['puerto rican pop', 'trap latino'];70;0.763;0.666;0.587;2;0
770;Stripes Like Burberry;Future, Lil Uzi Vert;['atl hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap'];56;0.758;0.574;0.706;2;0
771;Papi Chulo;Octavian, Skepta;['afroswing', 'london rap', 'uk alternative hip hop', 'uk hip hop'];73;0.866;0.563;0.307;1;0
772;off the table (with The Weeknd);Ariana Grande;['dance pop', 'pop', 'post-teen pop'];67;0.411;0.522;0.382;1;0
773;Spicy (feat. Post Malone);Ty Dolla $ign;['hip hop', 'pop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'trap soul'];80;0.782;0.51;0.118;1;0
775;Blueberry Eyes (feat. SUGA of BTS);MAX;['dance pop', 'electropop', 'pop', 'pop rap', 'post-teen pop', 'viral pop'];72;0.746;0.611;0.411;1;0
776;That’s It;Future, Lil Uzi Vert;['atl hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap'];64;0.94;0.532;0.599;2;0
777;Promiscuous;Nelly Furtado, Timbaland;['canadian latin', 'canadian pop', 'dance pop', 'pop', 'pop rap'];82;0.808;0.97;0.868;2;0
778;GREECE (feat. Drake);DJ Khaled;['hip hop', 'miami hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap'];77;0.695;0.343;0.229;1;0
779;just like magic;Ariana Grande;['dance pop', 'pop', 'post-teen pop'];69;0.719;0.607;0.464;1;0
780;Still Don't Know My Name;Labrinth;['indie poptimism', 'pop'];80;0.316;0.63;0.313;1;0
782;Get You The Moon (feat. Snøw);Kina;['sad rap'];82;0.498;0.235;0.895;2;0
783;Moonwalking in Calabasas (feat. Blueface) - Remix;DDG;['rap', 'trap'];74;0.928;0.341;0.745;2;0
784;Forever After All;Luke Combs;['contemporary country'];80;0.487;0.65;0.456;1;0
786;SLOW DANCING IN THE DARK;Joji;['alternative r&b', 'viral pop'];82;0.515;0.479;0.284;1;0
787;Don Don;Daddy Yankee, Anuel AA, Kendo Kaponi;['latin', 'latin hip hop', 'reggaeton', 'trap latino'];69;0.838;0.819;0.656;2;0
788;my future;Billie Eilish;['electropop', 'pop'];80;0.456;0.285;0.809;2;0
789;Nada;Cali Y El Dandee, Danna Paola;['champeta', 'colombian pop', 'electro latino', 'latin', 'latin pop', 'reggaeton', 'reggaeton colombiano', 'trap latino'];76;0.684;0.808;0.712;2;0
790;safety net (feat. Ty Dolla $ign);Ariana Grande;['dance pop', 'pop', 'post-teen pop'];70;0.552;0.599;0.916;2;0
791;shut up;Ariana Grande;['dance pop', 'pop', 'post-teen pop'];63;0.499;0.462;0.599;2;0
793;TRAGIC (feat. Youngboy Never Broke Again & Internet Money);The Kid LAROI;['australian hip hop'];76;0.779;0.642;0.388;1;0
794;Ayer Me Llamó Mi Ex (feat. Lenny Santos);KHEA;['argentine hip hop', 'trap argentino', 'trap latino', 'trap triste'];71;0.752;0.716;0.553;2;0
795;Madrid (feat. Myke Towers);Maluma;['latin', 'reggaeton', 'reggaeton colombiano'];73;0.764;0.741;0.802;2;0
796;Caramelo - Remix;Ozuna, KAROL G, Myke Towers;['latin', 'puerto rican pop', 'reggaeton', 'trap latino'];72;0.754;0.796;0.62;2;0
797;Mr. Right Now (feat. Drake);21 Savage, Metro Boomin;['atl hip hop', 'hip hop', 'rap', 'trap'];75;0.647;0.667;0.704;2;0
798;Got It On Me;Pop Smoke;['brooklyn drill'];78;0.688;0.647;0.195;1;0
799;my hair;Ariana Grande;['dance pop', 'pop', 'post-teen pop'];66;0.686;0.526;0.372;1;0
800;obvious;Ariana Grande;['dance pop', 'pop', 'post-teen pop'];65;0.624;0.672;0.26;1;0
801;Beautiful People (feat. Khalid);Ed Sheeran;['pop', 'uk pop'];79;0.64;0.648;0.548;2;0
802;Favorito;Camilo;['colombian pop', 'reggaeton colombiano'];73;0.611;0.851;0.823;2;0
803;After Party;Don Toliver;['rap', 'trap'];80;0.629;0.692;0.453;1;0
805;six thirty;Ariana Grande;['dance pop', 'pop', 'post-teen pop'];63;0.739;0.516;0.434;1;0
806;love language;Ariana Grande;['dance pop', 'pop', 'post-teen pop'];62;0.688;0.573;0.553;2;0
807;west side;Ariana Grande;['dance pop', 'pop', 'post-teen pop'];62;0.688;0.455;0.557;1;0
808;Thriller;Michael Jackson;['pop', 'r&b', 'soul'];68;0.764;0.887;0.72;2;0
809;Dancing With A Stranger (with Normani);Sam Smith;['dance pop', 'pop', 'post-teen pop', 'uk pop'];78;0.741;0.52;0.347;1;0
810;Angeklagt;Bonez MC;['german hip hop', 'hamburg hip hop'];60;0.658;0.624;0.314;1;0
811;Kids Again;Sam Smith;['dance pop', 'pop', 'post-teen pop', 'uk pop'];62;0.666;0.726;0.468;1;0
813;Me Gusta (with Cardi B & Myke Towers);Anitta;['funk carioca', 'funk pop', 'pagode baiano', 'pop nacional'];72;0.91;0.604;0.807;2;0
814;24 (feat. Lil Baby);Money Man;['memphis hip hop', 'rap', 'southern hip hop', 'trap'];74;0.868;0.638;0.459;1;0
815;Relación;Sech;['latin', 'panamanian pop', 'reggaeton', 'trap latino'];80;0.793;0.771;0.835;2;0
816;FRANCHISE (feat. Young Thug & M.I.A.);Travis Scott;['rap', 'slap house'];74;0.835;0.699;0.547;2;0
817;Bet You Wanna (feat. Cardi B);BLACKPINK;['k-pop', 'k-pop girl group'];67;0.653;0.662;0.674;2;0
818;Wolves (feat. Post Malone);Big Sean;['detroit hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap'];79;0.724;0.675;0.325;1;0
819;thank u, next;Ariana Grande;['dance pop', 'pop', 'post-teen pop'];82;0.717;0.653;0.412;1;0
820;MAMACITA;Black Eyed Peas, Ozuna, J. Rey Soul;['dance pop', 'pop', 'pop rap'];74;0.894;0.635;0.428;1;0
823;THE SCOTTS;THE SCOTTS, Travis Scott, Kid Cudi;['pop rap'];79;0.716;0.537;0.28;1;0
824;Mamichula - con Nicki Nicole;Trueno, Bizarrap, Taiu, TATOOL;['argentine hip hop', 'trap argentino', 'trap latino'];75;0.696;0.678;0.346;1;0
825;Let Her Go;Passenger;['folk-pop', 'neo mellow', 'pop', 'pop rock'];75;0.479;0.545;0.243;1;0
826;Play Date;Melanie Martinez;['alt z', 'electropop', 'modern rock', 'pop'];80;0.68;0.729;0.446;1;0
827;Lose Somebody;Kygo, OneRepublic;['edm', 'pop', 'pop dance', 'tropical house'];75;0.58;0.586;0.507;1;0
828;Someone Like You;Adele;['british soul', 'pop', 'pop soul', 'uk pop'];77;0.556;0.319;0.294;1;0
829;It's You;Ali Gatie;['canadian hip hop', 'pop'];81;0.732;0.463;0.397;1;0
831;Love To Hate Me;BLACKPINK;['k-pop', 'k-pop girl group'];69;0.686;0.64;0.597;2;0
832;Hate The Way (feat. blackbear);G-Eazy;['hip hop', 'indie pop rap', 'oakland hip hop', 'pop rap', 'rap'];68;0.569;0.865;0.361;1;0
833;Bande organisée;13 Organisé, SCH, Kofs, Jul, Naps, Soso Maness, Elams, Solda, Houari;['french hip hop', 'pop urbaine', 'rap francais', 'rap marseille'];72;0.901;0.939;0.805;2;0
834;Crazy Over You;BLACKPINK;['k-pop', 'k-pop girl group'];68;0.804;0.633;0.67;2;0
835;Baby, I'm Jealous (feat. Doja Cat);Bebe Rexha;['dance pop', 'electropop', 'pop', 'post-teen pop'];69;0.737;0.867;0.506;2;0
836;TKN (feat. Travis Scott);ROSALÍA;['r&b en espanol'];75;0.776;0.509;0.485;1;0
837;El Mismo Aire - con Pablo Alborán;Camilo;['colombian pop', 'reggaeton colombiano'];75;0.483;0.492;0.66;2;0
838;Yo Perreo Sola;Bad Bunny;['latin', 'reggaeton', 'trap latino'];78;0.86;0.758;0.453;1;0
839;Let Me Love You Like A Woman;Lana Del Rey;['art pop', 'pop'];67;0.303;0.249;0.131;1;0
840;DOLLAZ ON MY HEAD (feat. Young Thug);Gunna;['atl hip hop', 'hip hop', 'melodic rap', 'rap', 'trap'];76;0.825;0.458;0.161;1;0
841;Elegí (feat. Dímelo Flow);Rauw Alejandro, Dalex, Lenny Tavárez;['puerto rican pop', 'trap latino'];75;0.824;0.631;0.678;2;0
842;July;Noah Cyrus;['alt z', 'dance pop', 'pop', 'post-teen pop'];81;0.708;0.186;0.322;1;0
843;Bruises;Lewis Capaldi;['pop', 'uk pop'];80;0.736;0.308;0.361;1;0
844;You Never Know;BLACKPINK;['k-pop', 'k-pop girl group'];54;0.535;0.434;0.271;1;0
845;Supalonely;BENEE, Gus Dapperton;['alt z', 'nz pop', 'pop'];77;0.863;0.631;0.817;2;0
846;Glock In My Lap;21 Savage, Metro Boomin;['atl hip hop', 'hip hop', 'rap', 'trap'];69;0.847;0.733;0.202;1;0
847;Better;ZAYN;['dance pop', 'pop', 'post-teen pop', 'uk pop'];68;0.637;0.418;0.807;2;0
848;forget me too (feat. Halsey);Machine Gun Kelly;['ohio hip hop', 'pop rap'];78;0.654;0.875;0.522;2;0
849;Oh Juliana;Niack;['funk carioca'];66;0.799;0.568;0.963;2;0
850;PORFA Remix ( Feat. Maluma, Nicky Jam, Sech) - Remix;Feid, J Balvin, Justin Quiles;['colombian pop', 'latin', 'pop reggaeton', 'reggaeton', 'reggaeton colombiano', 'trap latino'];70;0.793;0.737;0.697;2;0
851;No Guidance (feat. Drake);Chris Brown;['dance pop', 'pop', 'pop rap', 'r&b', 'rap'];80;0.696;0.454;0.136;1;0
852;Rich Nigga Shit (feat. Young Thug);21 Savage, Metro Boomin;['atl hip hop', 'hip hop', 'rap', 'trap'];73;0.825;0.733;0.62;2;0
853;Many Men;21 Savage, Metro Boomin;['atl hip hop', 'hip hop', 'rap', 'trap'];65;0.635;0.793;0.281;1;0
854;Slidin;21 Savage, Metro Boomin;['atl hip hop', 'hip hop', 'rap', 'trap'];64;0.774;0.706;0.382;1;0
855;Outta Time (feat. Drake);Bryson Tiller;['kentucky hip hop', 'pop', 'pop rap', 'r&b', 'rap', 'trap'];68;0.714;0.582;0.338;1;0
856;My Dawg;21 Savage, Metro Boomin;['atl hip hop', 'hip hop', 'rap', 'trap'];60;0.831;0.532;0.364;1;0
857;Snitches & Rats (feat. Young Nudy);21 Savage, Metro Boomin;['atl hip hop', 'hip hop', 'rap', 'trap'];57;0.821;0.671;0.494;1;0
858;Brand New Draco;21 Savage, Metro Boomin;['atl hip hop', 'hip hop', 'rap', 'trap'];63;0.697;0.709;0.439;1;0
859;Lemonade (Feat. Roddy Ricch & Don Toliver) [Remix];Internet Money;['pop rap', 'rap', 'trap'];69;0.832;0.549;0.384;1;0
860;Your Man;Joji;['alternative r&b', 'viral pop'];68;0.785;0.818;0.503;2;0
861;No Opp Left Behind;21 Savage, Metro Boomin;['atl hip hop', 'hip hop', 'rap', 'trap'];61;0.823;0.703;0.26;1;0
862;Lets Link;WhoHeem;['viral rap'];61;0.839;0.683;0.522;2;0
863;RIP Luv;21 Savage, Metro Boomin;['atl hip hop', 'hip hop', 'rap', 'trap'];62;0.63;0.399;0.657;2;0
864;Steppin On Niggas;21 Savage, Metro Boomin;['atl hip hop', 'hip hop', 'rap', 'trap'];57;0.849;0.635;0.798;2;0
865;Gimme Love;Joji;['alternative r&b', 'viral pop'];69;0.482;0.631;0.743;2;0
866;Ew;Joji;['alternative r&b', 'viral pop'];67;0.48;0.373;0.376;1;0
867;Daylight;Joji, Diplo;['alternative r&b', 'viral pop'];72;0.528;0.749;0.729;2;0
868;Epidemic;Polo G;['chicago rap'];71;0.616;0.617;0.476;1;0
869;bloody valentine;Machine Gun Kelly;['ohio hip hop', 'pop rap'];77;0.533;0.858;0.506;2;0
870;MODUS;Joji;['alternative r&b', 'viral pop'];66;0.738;0.533;0.262;1;0
871;Tick Tock;Joji;['alternative r&b', 'viral pop'];65;0.781;0.613;0.613;2;0
872;Sanctuary;Joji;['alternative r&b', 'viral pop'];69;0.552;0.65;0.316;1;0
873;feel something;Bea Miller;['alt z', 'dance pop', 'electropop', 'indie cafe pop', 'indie poptimism', 'modern rock', 'pop', 'pop rap', 'post-teen pop', 'talent show'];75;0.74;0.415;0.156;1;0
874;Tap In;Saweetie;['cali rap', 'dance pop', 'pop', 'pop rap', 'trap queen'];73;0.954;0.696;0.432;1;0
875;Pretty Boy (feat. Lil Yachty);Joji;['alternative r&b', 'viral pop'];66;0.656;0.776;0.638;2;0
876;Afterthought;Joji, BENEE;['alternative r&b', 'viral pop'];67;0.668;0.547;0.192;1;0
878;Over Now (with The Weeknd);Calvin Harris;['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house', 'uk dance'];72;0.612;0.884;0.679;2;0
879;Hate The Other Side (with Marshmello & The Kid Laroi);Juice WRLD, Polo G;['chicago rap', 'melodic rap'];78;0.701;0.65;0.647;2;0
880;drunk face;Machine Gun Kelly;['ohio hip hop', 'pop rap'];72;0.691;0.77;0.344;1;0
881;Tak Tiki Tak;Harry Nach;['trap chileno', 'trap latino'];71;0.801;0.579;0.231;1;0
882;WHATS POPPIN;Jack Harlow;['canadian hip hop', 'canadian trap', 'melodic rap', 'pop rap', 'r&b', 'rap', 'toronto rap', 'trap'];80;0.904;0.723;0.835;2;0
883;Money Trees;Kendrick Lamar, Jay Rock;['conscious hip hop', 'hip hop', 'rap', 'west coast rap'];75;0.716;0.531;0.344;1;0
884;Blastoff (feat. Juice Wrld & Trippie Redd);Internet Money, Diplo;['pop rap', 'rap', 'trap'];70;0.761;0.517;0.46;1;0
885;September;Earth, Wind & Fire;['disco', 'funk', 'jazz funk', 'motown', 'quiet storm', 'soul'];80;0.697;0.832;0.979;2;0
886;Secrets;Regard, RAYE;['dance pop', 'edm', 'pop dance', 'pop edm', 'slap house', 'tropical house'];78;0.848;0.768;0.777;2;0
887;21;Polo G;['chicago rap'];80;0.783;0.479;0.533;1;0
888;BXL ZOO;Damso, Hamza;['belgian hip hop', 'french hip hop', 'pop urbaine', 'rap belge', 'rap conscient'];62;0.745;0.656;0.405;1;0
889;DEUX TOILES DE MER;Damso;['belgian hip hop', 'french hip hop', 'pop urbaine', 'rap belge', 'rap conscient'];62;0.521;0.39;0.157;1;0
890;exile (feat. Bon Iver);Taylor Swift;['pop', 'post-teen pop'];77;0.298;0.38;0.152;1;0
891;Righteous;Juice WRLD;['chicago rap', 'melodic rap'];78;0.706;0.625;0.225;1;0
892;Conversations;Juice WRLD;['chicago rap', 'melodic rap'];75;0.747;0.622;0.57;2;0
893;Dolly (with Lil Uzi Vert);Lil Tecca;['melodic rap', 'rap', 'trap'];63;0.664;0.586;0.589;2;0
894;Chicago Freestyle (feat. Giveon);Drake;['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap'];80;0.735;0.449;0.397;1;0
895;GOOBA;6ix9ine;['emo rap', 'rap'];70;0.611;0.688;0.393;1;0
896;Physical;Dua Lipa;['dance pop', 'pop', 'uk pop'];77;0.647;0.844;0.746;2;0
897;Hot Stuff;Kygo, Donna Summer;['edm', 'pop', 'pop dance', 'tropical house'];71;0.681;0.773;0.429;1;0
898;Who's Laughing Now;Ava Max;['dance pop', 'pop'];73;0.648;0.641;0.505;1;0
899;Sweet but Psycho;Ava Max;['dance pop', 'pop'];81;0.72;0.706;0.62;2;0
900;Del Mar;Ozuna, Doja Cat, Sia;['latin', 'puerto rican pop', 'reggaeton', 'trap latino'];79;0.759;0.636;0.536;2;0
901;Hit Different;SZA, The Neptunes, Pharrell Williams, Ty Dolla $ign;['pop', 'pop rap', 'r&b'];74;0.679;0.516;0.716;2;0
902;Nobody's Love;Maroon 5;['pop', 'pop rock'];73;0.485;0.567;0.157;1;0
903;Máquina do Tempo;Matuê;['r&b brasileiro', 'rap cearense', 'trap brasileiro'];70;0.629;0.727;0.132;1;0
904;Fuckst mich nur ab;Bonez MC;['german hip hop', 'hamburg hip hop'];63;0.817;0.468;0.237;1;0
905;Jangueo;Alex Rose, Rafa Pabön;['latin', 'reggaeton', 'reggaeton flow', 'trap latino'];74;0.861;0.678;0.723;2;0
906;We Paid (feat. 42 Dugg);Lil Baby;['atl hip hop', 'atl trap', 'rap', 'trap'];76;0.926;0.542;0.564;2;0
907;Ihr Hobby;Bonez MC, Maxwell;['german hip hop', 'hamburg hip hop'];59;0.774;0.814;0.254;1;0
908;When I Look At You;Miley Cyrus;['dance pop', 'pop', 'post-teen pop'];63;0.459;0.545;0.194;1;0
909;Boss Bitch;Doja Cat;['dance pop', 'pop'];81;0.707;0.955;0.575;2;0
910;Ain't It Different (feat. AJ Tracey & Stormzy);Headie One;['uk hip hop'];69;0.767;0.569;0.524;1;0
911;Some Say - Felix Jaehn Remix;Nea;['scandipop', 'swedish pop'];77;0.682;0.7;0.637;2;0
912;Savage Remix (feat. Beyoncé);Beyoncé, Megan Thee Stallion;['dance pop', 'pop', 'post-teen pop', 'r&b'];73;0.822;0.743;0.636;2;0
913;Lithuania (feat. Travis Scott);Big Sean;['detroit hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap'];62;0.676;0.82;0.618;2;0
914;Tap In (feat. Post Malone, DaBaby & Jack Harlow);Saweetie;['cali rap', 'dance pop', 'pop', 'pop rap', 'trap queen'];64;0.948;0.63;0.425;1;0
915;Not Shy;ITZY;['k-pop girl group'];73;0.776;0.911;0.56;2;0
916;The Plan - From the Motion Picture "TENET";Travis Scott;['rap', 'slap house'];67;0.433;0.443;0.363;1;0
917;ADMV;Maluma;['latin', 'reggaeton', 'reggaeton colombiano'];72;0.565;0.39;0.708;2;0
918;Alane;Robin Schulz, Wes;['dance pop', 'deep euro house', 'deep house', 'edm', 'german dance', 'pop', 'pop dance', 'tropical house'];67;0.581;0.799;0.662;2;0
919;THE BADDEST;K/DA, (G)I-DLE, Wolftyla, Bea Miller, League of Legends;['k-pop girl group'];70;0.676;0.857;0.717;2;0
920;Desce Pro Play (PA PA PA);Mc Zaac, Anitta, Tyga;['funk carioca', 'funk pop'];68;0.935;0.71;0.635;2;0
921;Mariposa;Peach Tree Rascals;['alternative r&b', 'chill r&b', 'indie r&b', 'pop'];76;0.676;0.525;0.421;1;0
922;the 1;Taylor Swift;['pop', 'post-teen pop'];75;0.777;0.357;0.172;1;0
923;RITMO (Bad Boys For Life);Black Eyed Peas, J Balvin;['dance pop', 'pop', 'pop rap'];78;0.721;0.716;0.667;2;0
924;Unterwegs;KitschKrieg, Jamule, SFR;['german hip hop', 'german pop', 'hamburg hip hop'];68;0.88;0.607;0.823;2;0
925;What's Love Got to Do with It;Kygo, Tina Turner;['edm', 'pop', 'pop dance', 'tropical house'];74;0.75;0.664;0.617;2;0
926;Cry About It Later;Katy Perry;['dance pop', 'pop', 'post-teen pop'];67;0.676;0.794;0.161;1;0
927;Banana (feat. Shaggy) - DJ FLe - Minisiren Remix;Conkarah;['jawaiian'];70;0.824;0.854;0.896;2;0
928;Gifted (feat. Roddy Ricch);Cordae;['dmv rap', 'hip hop', 'pop rap', 'rap', 'trap', 'underground hip hop', 'vapor trap'];65;0.653;0.603;0.551;2;0
929;OUT WEST (feat. Young Thug);JACKBOYS, Travis Scott;['rap', 'trap'];82;0.802;0.591;0.309;1;0
930;Anaranjado;Jowell & Randy, J Balvin;['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino'];66;0.763;0.58;0.608;2;0
